n_eval,mae,rmse,mse,mape,smape,corr,peak_true,peak_pred,peak_abs_err,false_power_ratio,false_power_mean,false_power_abs_max,wasserstein,baseline_zero_mae,baseline_zero_rmse,baseline_mean_mae,baseline_mean_rmse
31381,0.11912594445655016,0.6370077935888561,0.4057789290929427,57.28601492457908,0.019037981390609828,0.997304981076978,29.57093989,29.0946927,0.4762471899999987,0.004743648060302814,0.0001167786866593021,0.228500278,0.030321013481947687,6.576303899686051,10.89174950857866,7.665989255501748,8.682305821416191
